file,subdir,title,url,status_code,final_url,is_live,category,content_type,redirect_url,error,has_ssl
nlc-cn.md,websites,中国国家图书馆 (北京) National Library of China,http://www.nlc.cn/,200,https://www.nlc.cn/web/index.shtml,True,live_redirect,text/html; charset=utf-8,https://www.nlc.cn/web/index.shtml,,False
north-korean-posters-hollis.harvard.edu-1493be75.md,websites,North Korean Posters 北朝鲜海报,https://hollis.harvard.edu/primo-explore/search?query=lsr38%2Ccontains%2CKorea+Institute+-+Harvard-Yenching+Library+North+Korean+poster+digitization+project%2CAND&tab=everything&search_scope=everything&vid=HVD2&mode=advanced&offset=0,200,https://hollis.harvard.edu/discovery/search?vid=01HVD_INST%3AHVD2&mode=advanced&tab=Everything&offset=0&query=lsr38%2Ccontains%2CKorea+Institute+-+Harvard-Yenching+Library+North+Korean+poster+digitization+project%2CAND&search_scope=MyInst_and_CI,True,live_redirect,text/html,https://hollis.harvard.edu/discovery/search?vid=01HVD_INST%3AHVD2&mode=advanced&tab=Everything&offset=0&query=lsr38%2Ccontains%2CKorea+Institute+-+Harvard-Yenching+Library+North+Korean+poster+digitization+project%2CAND&search_scope=MyInst_and_CI,,True
npcobserver-com.md,websites,Npcobserver Com,https://npcobserver.com/,200,https://npcobserver.com/,True,live,text/html; charset=UTF-8,,,True
npm-gov-tw-zh-tw-article-aspx.md,websites,國立故宮博物院典藏資料庫系統 The National Palace Museum Digital Archives,http://www.npm.gov.tw/zh-TW/Article.aspx?sNo=02000021,,,False,timeout,,,Connection timed out,False
npm-periodicals-online-hvd.userservices.exlibrisgroup.com-35433610.md,websites,NPM periodicals online 故宮文物學術季刊資料庫,https://www.npm.gov.tw/,200,https://www.npm.gov.tw/,True,live,text/html; charset=utf-8,,,True
npmhost-npm-gov-tw-ttswebnpm.md,websites,Npmhost Npm Gov Tw Ttswebnpm,http://npmhost.npm.gov.tw/ttscgi/ttswebnpm?@0:0:1:npmmeta::/tts/npmmeta/dblist.htm@@0.22065529270830952,,,False,connection_error,,,"HTTPConnectionPool(host='npmhost.npm.gov.tw', port=80): Max retries exceeded with url: /ttscgi/ttswebnpm?@0:0:1:npmmeta::/tts/npmmeta/dblist.htm@@0.22065529270830952 (Caused by NewConnectionError(""HTT",False
nssd-cn.md,websites,National social sciences database 国家哲学社会科学学术期刊数据库(open access),http://www.nssd.cn/,200,https://www.nssd.cn:443/,True,live_redirect,text/html,https://www.nssd.cn:443/,,False
office-of-the-provost-provost.harvard.edu-f099e812.md,websites,OFFICE OF THE PROVOST,https://provost.harvard.edu,200,https://provost.harvard.edu/,True,live_redirect,text/html; charset=UTF-8,https://provost.harvard.edu/,,True
online-bibliography-japanese-occupied-china-collection-exhibits.stanford.edu-5a09c2a3.md,websites,Online Bibliography：Japanese-occupied China Collection 斯坦福大学图书馆藏日据时期中国文献资料,https://exhibits.stanford.edu/occupiedChinabibliography,403,https://exhibits.stanford.edu/occupiedChinabibliography,False,blocked_403,text/html; charset=utf-8,,,True
open-access-kanji.zinbun.kyoto-u.ac.jp-a9e79168.md,websites,東方學圖書館- 京都大學漢籍古籍全文圖像資料庫 OPEN ACCESS,http://kanji.zinbun.kyoto-u.ac.jp/db-machine/toho/html/top.html,200,http://kanji.zinbun.kyoto-u.ac.jp/db-machine/toho/html/top.html,True,live,text/html,,,False
open-access-modernhistory.org.cn-a2a7d30f.md,websites,抗日战争与近代中日关系文献数据平台 OPEN ACCESS,https://modernhistory.org.cn/,,,False,connection_error,,,"HTTPSConnectionPool(host='modernhistory.org.cn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='modernhistory.org.cn', port=443): Failed to establish ",True
open-access-nara-wu.ac.jp-ae27ae2d.md,websites,註妙法蓮華經卷第四（奈良朝寫）Open Access,https://www.nara-wu.ac.jp/aic/gdb/mahoroba/y05/html/006,200,https://www.nara-wu.ac.jp/aic/gdb/mahoroba/y05/html/006/,True,live_redirect,text/html; charset=euc-jp,https://www.nara-wu.ac.jp/aic/gdb/mahoroba/y05/html/006/,,True
open-access-newarchive.ihp.sinica.edu.tw-4154c7eb.md,websites,人名權威-人物傳記資料庫 OPEN ACCESS,https://newarchive.ihp.sinica.edu.tw/sncaccgi/sncacFtp?%40%400.05883082910917192=,200,https://newarchive.ihp.sinica.edu.tw/sncaccgi/sncacFtp?%40%400.05883082910917192=,True,live,text/html,,,True
open-access-ris.gov.tw-27823fd8.md,websites,台灣人口統計資料庫 OPEN ACCESS,http://www.ris.gov.tw/674,,,False,timeout,,,Connection timed out,False
open-access-ssop.digital.ntu.edu.tw-11bce8c1.md,websites,清季職官表查詢系統 OPEN ACCESS,http://ssop.digital.ntu.edu.tw,200,http://ssop.digital.ntu.edu.tw/,True,live_redirect,text/html,http://ssop.digital.ntu.edu.tw/,,False
open-access-tcsd.lib.ntu.edu.tw-db373d9f.md,websites,台灣日治時期統計資料庫 OPEN ACCESS,http://tcsd.lib.ntu.edu.tw/info_about/about.php,200,http://tcsd.lib.ntu.edu.tw/info_about/about.php,True,live,text/html,,,False
open-logart-rare-local-gazetteers-at-harvard-yenching-library-open-access-collec-mpiwg-berlin.mpg.de-f3018a0f.md,websites,Open LoGaRT- Rare Local Gazetteers at Harvard-Yenching Library: Open Access Collection,https://www.mpiwg-berlin.mpg.de/research/projects/rare-local-gazetteers-harvard-yenching-library-open-access-collection,200,https://www.mpiwg-berlin.mpg.de/research/projects/rare-local-gazetteers-collection,True,live_redirect,text/html; charset=UTF-8,https://www.mpiwg-berlin.mpg.de/research/projects/rare-local-gazetteers-collection,,True
open-weixin-qq-com-code-2.md,websites,Open Weixin Qq Com Code 2,https://open.weixin.qq.com/qr/code?username=gh_459d0f34fa03,,,False,timeout,,,Connection timed out,True
open-weixin-qq-com-code.md,websites,Open Weixin Qq Com Code,https://open.weixin.qq.com/qr/code?username=gh_6ec7183b6234,200,https://open.weixin.qq.com/qr/code?username=gh_6ec7183b6234,True,live,image/jpg,,,True
openmuseum-tw-muse-curation-13eee80a832308720d6213d698b76cd4.md,websites,數位方輿 Reading Digital Atlas,https://openmuseum.tw/muse/curation/13eee80a832308720d6213d698b76cd4,200,https://openmuseum.tw/validUser?from=/muse/curation/13eee80a832308720d6213d698b76cd4,True,live_redirect,text/html; charset=UTF-8,https://openmuseum.tw/validUser?from=/muse/curation/13eee80a832308720d6213d698b76cd4,,True
orbis-library-yale-edu-vwebv.md,websites,Orbis,https://orbis.library.yale.edu/vwebv,202,https://search.library.yale.edu/catalog,False,error_202,text/html; charset=UTF-8,,,True
oriprobe-com-document-shtml.md,websites,中国政府资料库 Archives of the Chinese Government,https://www.oriprobe.com/document.shtml,403,https://www.oriprobe.com/document.shtml,False,blocked_403,text/html; charset=UTF-8,,,True
oriprobe-com-npc-html.md,websites,历届全国人大会议资料信息 Database of the National People’s Congress,https://www.oriprobe.com/npc.html,403,https://www.oriprobe.com/npc.html,False,blocked_403,text/html; charset=UTF-8,,,True
ourartnet-com.md,websites,Ourartnet Com,https://ourartnet.com/,200,https://ourartnet.com/,True,live,text/html,,,True
oxford-bibliographies-in-chinese-studies-open-access-oxfordbibliographies.com.ezp-prod1.hul.harvard.edu-082b1ff1.md,websites,Oxford Bibliographies in Chinese Studies 中国研究牛津在线参考书目 OPEN ACCESS,http://www.oxfordbibliographies.com/obo/page/chinese-studies,202,https://www.oxfordbibliographies.com/obo/page/chinese-studies,False,error_202,text/html; charset=UTF-8,,,False
oxfordbibliographies-com-browse.md,websites,Oxford Bibliographies Online: Chinese Studies,http://www.oxfordbibliographies.com/browse?module_0=obo-9780199920082,202,https://www.oxfordbibliographies.com/browse?module_0=obo-9780199920082,False,error_202,text/html; charset=UTF-8,,,False
oxfordhandbooks-com.md,websites,Oxford Handbooks Online,https://www.oxfordhandbooks.com/,200,https://www.oxfordhandbooks.com/,True,live,text/html,,,True
p-udpweb-com-mdn.md,websites,Modern China,https://p.udpweb.com/mdn,200,https://p.udpweb.com/mdn,True,live,text/html,,,True
p-udpweb-com-tdm.md,websites,臺灣學術經典. 臺灣經典民論雜誌 Taiwan academic classics. Taiwan epochal democracy magazines,https://p.udpweb.com/tdm,200,https://p.udpweb.com/tdm,True,live,text/html,,,True
party-and-government-documents-in-english-pgdie-nrs.harvard.edu-72fc55be.md,websites,Party and Government Documents in English PGDiE,http://nrs.harvard.edu/urn-3:hul.eresource:HYLgcsPlusOriprodePgdie201804,200,https://login.harvard.edu/app/harvard_openathens_1/exk1w9eh910rJhOwO1d8/sso/saml?SAMLRequest=pZJRb9owFIX%2FSuT3xHGSQWIRKlZUjakbqNA97KVy7JsmmrEzXwfaf78QikZfqkl7tORz7rn3O7Obl70ODuCwtaYkLIpJAEZa1Zrnkjzu7sKcBOiFUUJbAyUxltzMZyj2uuOL3jfmAX73gD5YIILzg8utNdjvwW3BHVoJjw%2F3JWm875BTqu1zayLbgRG%2BAYORAU9PZjShQiLVbeWEe40a4Q7CqQhUT7WgFYNc1GkdQiGTMMsnIizqaR3mKUxkwjKY1kCC5RCjHYzHTd5PvPYTXUff3k9%2FkzwxCi%2B%2F2LGApmCx%2B9qsj2umcopox4AkuLNOwrhySWqhcZi4WpZEgZqqPJWViotMZVUBaZLGciqzpIqFGu65QuxhZU5X9CVJ4mQSxlnI8h37xFPGkyyKi%2FQnCTbOeiut%2Ftya8%2Fl7Z7gV2CI3Yg%2FIveTbxbd7nkQxr86fkH%2FZ7TbhZr3dkeDHBWNywjiANchHUh9bdW9zyZkrH%2FO6K%2F3HcnEBT%2Bb%2FgnkPXijhRYjd%2F%2BCe0ausl0J%2BH8KtlhurW%2FkaLLS2x1sHwg%2B1ZYTOz5L3tZ3%2FAQ%3D%3D&RelayState=%2Fsaml%2F2%2Fsso%2Flibrary.harvard.edu%2Fo%2F81365000%2Fc%2Fproxy.openathens.net%3FSAMLRequest%3DjZLbbtpAEIZfxdp7ew%252FYxllhIhpUFSltUXBy0buxPQ4rmV26s6bh7WugSImURrmf%252F6D5%252Ftnty66PDujJOFsymQgWoW1ca%252BxzyR6rr3HBIgpgW%252BidxZJZx27nM4Jdv9eLIWztA%252F4ekEK0IEIfRpc7Z2nYod%252BgP5gGHx%252FuS7YNYU%252Ba8949G5vsvXs5Jm6PFsIWLSUWAz9ZcsWhIS5S2aY3qovlRLVxCljE0LRdnN1kU2gliAIUi5ZjqhkdzsXfBrxvTeR4b2oP%252FphswR%252FAtwm2A3e8kJM8E0Lwhr%252FXjUWrZcm6WnSQihxUnaVSIahuWqQpoqxzlbU4XhENuLKnd4WSKaHyWKSxLCqZ6YnUapJMZf6LRWvvgmtc%252F8XYy58Hb7UDMqQt7JB0aPRm8f1eq0To%252BnJE%252BltVreP1z03FoqcrL3XiNRK0pM9IPrba%252F8tlF4D63Ne%252F0n8shythNr%252B%252B%252B%252F8k0QYTjp9COeOv2ly39WOMXy3XrjfNMVr0vftz5xHCuEDJ%252BPwiebvA%252BV8%253D%26RelayState%3Dhttp%253A%252F%252Fgcs.plus.oriprobe.com.proxy.openathens.net%252FPGDiE,True,live_redirect,text/html;charset=utf-8,https://login.harvard.edu/app/harvard_openathens_1/exk1w9eh910rJhOwO1d8/sso/saml?SAMLRequest=pZJRb9owFIX%2FSuT3xHGSQWIRKlZUjakbqNA97KVy7JsmmrEzXwfaf78QikZfqkl7tORz7rn3O7Obl70ODuCwtaYkLIpJAEZa1Zrnkjzu7sKcBOiFUUJbAyUxltzMZyj2uuOL3jfmAX73gD5YIILzg8utNdjvwW3BHVoJjw%2F3JWm875BTqu1zayLbgRG%2BAYORAU9PZjShQiLVbeWEe40a4Q7CqQhUT7WgFYNc1GkdQiGTMMsnIizqaR3mKUxkwjKY1kCC5RCjHYzHTd5PvPYTXUff3k9%2FkzwxCi%2B%2F2LGApmCx%2B9qsj2umcopox4AkuLNOwrhySWqhcZi4WpZEgZqqPJWViotMZVUBaZLGciqzpIqFGu65QuxhZU5X9CVJ4mQSxlnI8h37xFPGkyyKi%2FQnCTbOeiut%2Ftya8%2Fl7Z7gV2CI3Yg%2FIveTbxbd7nkQxr86fkH%2FZ7TbhZr3dkeDHBWNywjiANchHUh9bdW9zyZkrH%2FO6K%2F3HcnEBT%2Bb%2FgnkPXijhRYjd%2F%2BCe0ausl0J%2BH8KtlhurW%2FkaLLS2x1sHwg%2B1ZYTOz5L3tZ3%2FAQ%3D%3D&RelayState=%2Fsaml%2F2%2Fsso%2Flibrary.harvard.edu%2Fo%2F81365000%2Fc%2Fproxy.openathens.net%3FSAMLRequest%3DjZLbbtpAEIZfxdp7ew%252FYxllhIhpUFSltUXBy0buxPQ4rmV26s6bh7WugSImURrmf%252F6D5%252Ftnty66PDujJOFsymQgWoW1ca%252BxzyR6rr3HBIgpgW%252BidxZJZx27nM4Jdv9eLIWztA%252F4ekEK0IEIfRpc7Z2nYod%252BgP5gGHx%252FuS7YNYU%252Ba8949G5vsvXs5Jm6PFsIWLSUWAz9ZcsWhIS5S2aY3qovlRLVxCljE0LRdnN1kU2gliAIUi5ZjqhkdzsXfBrxvTeR4b2oP%252FphswR%252FAtwm2A3e8kJM8E0Lwhr%252FXjUWrZcm6WnSQihxUnaVSIahuWqQpoqxzlbU4XhENuLKnd4WSKaHyWKSxLCqZ6YnUapJMZf6LRWvvgmtc%252F8XYy58Hb7UDMqQt7JB0aPRm8f1eq0To%252BnJE%252BltVreP1z03FoqcrL3XiNRK0pM9IPrba%252F8tlF4D63Ne%252F0n8shythNr%252B%252B%252B%252F8k0QYTjp9COeOv2ly39WOMXy3XrjfNMVr0vftz5xHCuEDJ%252BPwiebvA%252BV8%253D%26RelayState%3Dhttp%253A%252F%252Fgcs.plus.oriprobe.com.proxy.openathens.net%252FPGDiE,,False
peking-university-legal-information-network-pkulaw-www-pkulaw-com.us1.proxy.openathens.net-56e665e6.md,websites,Peking University Legal Information Network (Pkulaw) 北大法律信息网 (北大法寳),https://www.pkulaw.com/,200,https://www.pkulaw.com/,True,live,text/html; charset=utf-8,,,True
people-com-cn.md,websites,People's Daily,http://www.people.com.cn/,200,http://www.people.com.cn/,True,live,text/html,,,False
peoples-daily-renmin-ribao-1946-present-hvd.userservices.exlibrisgroup.com-6b79b6cf.md,websites,People's Daily - Renmin Ribao 人民日报 (1946 - Present),https://en.people.cn/,200,https://en.people.cn/,True,live,text/html,,,True
pictorial-for-the-current-situation-1905-1913-open-access-nrs.harvard.edu-bf16021d.md,websites,Pictorial for the Current Situation 時事畫報 1905-1913 OPEN ACCESS,http://nrs.harvard.edu/urn-3:hul.eother:HYLSSHB20180226,202,https://digital.library.cornell.edu/?f%5Bcollection_tesim%5D%5B%5D=Kroch+Asia+Rare+Materials+Archive&f%5Bset_title_tesim%5D%5B%5D=Shi+Shi+Hua+Bao+%28Pictorial+for+the+Current+Situation%29+1905-1913,False,error_202,text/html; charset=UTF-8,,,False
pkulaw-cn.md,websites,北大法宝 PKUlaw (Lawinfochina),http://www.pkulaw.cn/,200,https://www.pkulaw.com,True,live_redirect,text/html; charset=utf-8,https://www.pkulaw.com,,False
pleco-com.md,websites,Pleco Com,https://www.pleco.com/,200,https://www.pleco.com/,True,live,text/html; charset=UTF-8,,,True
poll-orspub-com.md,websites,Polling the Nations,https://poll.orspub.com/,200,https://ptn.infobase.com,True,live_redirect,text/html,https://ptn.infobase.com,,True
poorvucenter-yale-edu-principles-of-citing-sources-appraising-and-choosing-sourc.md,websites,Using Sources,https://poorvucenter.yale.edu/principles-of-citing-sources-appraising-and-choosing-sources,200,https://poorvucenter.yale.edu/learning/learning-resource-library/principles-of-citing-sources-appraising-and-choosing-sources,True,live_redirect,text/html; charset=UTF-8,https://poorvucenter.yale.edu/learning/learning-resource-library/principles-of-citing-sources-appraising-and-choosing-sources,,True
prchistory-org-links-and-resources.md,websites,The PRC History Group: Links and Resources,http://prchistory.org/links-and-resources,200,https://networks.h-net.org/group/pages/20033504/links-and-resources,True,live_redirect,text/html; charset=UTF-8,https://networks.h-net.org/group/pages/20033504/links-and-resources,,False
prchistory-org.md,websites,The PRC History (open access),http://prchistory.org/,200,https://networks.h-net.org/h-prc,True,live_redirect,text/html; charset=UTF-8,https://networks.h-net.org/h-prc,,False
premodern-chinese-books-in-japan-open-access-kanji.zinbun.kyoto-u.ac.jp-92bc22ee.md,websites,Premodern Chinese Books in Japan 全國漢籍データベース(日本所藏中文古籍數據庫) OPEN ACCESS,http://kanji.zinbun.kyoto-u.ac.jp/kanseki,200,http://kanji.zinbun.kyoto-u.ac.jp/kanseki,True,live,text/html; charset=UTF-8,,,False
primarysources-brillonline-com-browse-chinese-filmscript-and-advertisement-colle.md,websites,Chinese Film and Newsreel Scripts from the Cultural Revolution,http://primarysources.brillonline.com/browse/chinese-filmscript-and-advertisement-collection-19461985,403,https://primarysources.brillonline.com/browse/chinese-filmscript-and-advertisement-collection-19461985,False,blocked_403,text/html; charset=UTF-8,,,False
primarysources-brillonline-com-browse-mobilizing-east-asia-online.md,websites,Mobilizing East Asia Online,http://primarysources.brillonline.com/browse/mobilizing-east-asia-online,403,https://primarysources.brillonline.com/browse/mobilizing-east-asia-online,False,blocked_403,text/html; charset=UTF-8,,,False
primarysources-brillonline-com-browse-the-peking-gazette.md,websites,Translations of the Peking Gazette Online (1793-1912),http://primarysources.brillonline.com/browse/the-peking-gazette,403,https://primarysources.brillonline.com/browse/the-peking-gazette,False,blocked_403,text/html; charset=UTF-8,,,False
primarysources-brillonline-com-browse-us-intelligence-on-asia.md,websites,"U.S. Intelligence on Asia, 1945-1991",http://primarysources.brillonline.com/browse/us-intelligence-on-asia,403,https://primarysources.brillonline.com/browse/us-intelligence-on-asia,False,blocked_403,text/html; charset=UTF-8,,,False
princeton-edu-chinese-historiography.md,websites,Classical Historigraphy for Chinese History 中國經典文獻工具書錄 (Compiled by Benjamin A. Elman),http://www.princeton.edu/chinese-historiography,,,False,ssl_error,,,"HTTPSConnectionPool(host='www.princeton.edu', port=443): Max retries exceeded with url: /chinese-historiography (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certif",False
princeton-edu-lynn-chinabib-pdf.md,websites,Contemporary China: A Book List,http://www.princeton.edu/~lynn/chinabib.pdf,200,http://www.princeton.edu/~lynn/chinabib.pdf,True,live,application/pdf,,,False
prof-hanans-personal-collection-open-access-hollis.harvard.edu-24eac4d0.md,websites,Prof. Hanan's Personal Collection 韩南教授藏书 OPEN ACCESS,https://hollis.harvard.edu/primo-explore/search?query=lsr38%2Cexact%2CHarvard-Yenching+Library+Chinese+Rare+Books+Digitization+Project-+Prof.+Patric+Hanan%27s+Personal+Collection%2CAND&tab=books&search_scope=default_scope&sortby=rank&vid=HVD2&mode=advanced&offset=0,200,https://hollis.harvard.edu/discovery/search?vid=01HVD_INST%3AHVD2&mode=advanced&tab=LibraryCatalog&offset=0&query=lsr38%2Cexact%2CHarvard-Yenching+Library+Chinese+Rare+Books+Digitization+Project-+Prof.+Patric+Hanan%27s+Personal+Collection%2CAND&sortby=rank&search_scope=MyInstitution,True,live_redirect,text/html,https://hollis.harvard.edu/discovery/search?vid=01HVD_INST%3AHVD2&mode=advanced&tab=LibraryCatalog&offset=0&query=lsr38%2Cexact%2CHarvard-Yenching+Library+Chinese+Rare+Books+Digitization+Project-+Prof.+Patric+Hanan%27s+Personal+Collection%2CAND&sortby=rank&search_scope=MyInstitution,,True
projects-iq-harvard-edu-chinadatalab.md,websites,Projects Iq Harvard Edu Chinadatalab,https://projects.iq.harvard.edu/chinadatalab,503,https://projects.iq.harvard.edu/chinadatalab,False,error_503,text/html,,,True
projects-iq-harvard-edu-chinesecbdb.md,websites,Projects Iq Harvard Edu Chinesecbdb,https://chinesecbdb.hsites.harvard.edu/,200,https://chinesecbdb.hsites.harvard.edu/,True,live,text/html; charset=UTF-8,,,True
publish-ancientbooks-cn-docshuju-platformsublibindex-jspx.md,websites,Zhonghua jing dian gu ji ku 中华经典古籍库,http://publish.ancientbooks.cn/docShuju/platformSublibIndex.jspx?libId=6,200,https://jingdian.ancientbooks.cn,True,live_redirect,text/html,https://jingdian.ancientbooks.cn,,False
publishing-cdlib-org-ucpressebooks.md,websites,"UC Press E-Books Collection, 1982-2004",http://publishing.cdlib.org/ucpressebooks,200,https://publishing.cdlib.org/ucpressebooks/,True,live_redirect,text/html,https://publishing.cdlib.org/ucpressebooks/,,False
pvierth-com.md,websites,Pvierth Com,https://www.pvierth.com/,200,https://www.pvierth.com/,True,live,text/html;charset=utf-8,,,True
qi-rushan-collection-open-access-hollis.harvard.edu-77961d28.md,websites,Qi Rushan Collection 齊如山藏書 OPEN ACCESS,https://hollis.harvard.edu/primo-explore/search?query=lsr38%2Cexact%2CHarvard-Yenching+Library+Chinese+Rare+Books+Digitization+Project-+Qi+Rushan+collection%2CAND&tab=books&search_scope=default_scope&sortby=rank&vid=HVD2&mode=advanced&offset=0,200,https://hollis.harvard.edu/discovery/search?vid=01HVD_INST%3AHVD2&mode=advanced&tab=LibraryCatalog&offset=0&query=lsr38%2Cexact%2CHarvard-Yenching+Library+Chinese+Rare+Books+Digitization+Project-+Qi+Rushan+collection%2CAND&sortby=rank&search_scope=MyInstitution,True,live_redirect,text/html,https://hollis.harvard.edu/discovery/search?vid=01HVD_INST%3AHVD2&mode=advanced&tab=LibraryCatalog&offset=0&query=lsr38%2Cexact%2CHarvard-Yenching+Library+Chinese+Rare+Books+Digitization+Project-+Qi+Rushan+collection%2CAND&sortby=rank&search_scope=MyInstitution,,True
qingarchives-npm-edu-tw.md,websites,(臺北)國立故宮博物院清代檔案檢索系統 (Taipei) National Palace Museum Digital Library of Qing Archives,https://qingarchives.npm.edu.tw/,200,https://qingarchives.npm.edu.tw/,True,live,text/html; charset=utf-8,,,True
qingstudies-press-jhu-edu-teaching.md,websites,The Society for Qing Studies -- Teaching Tools,https://qingstudies.press.jhu.edu/teaching,404,https://qingstudies.press.jhu.edu/teaching,False,dead_404,text/html; charset=UTF-8,,,True
rbdl-calis-edu-cn-indexold-jsp.md,websites,Rbdl Calis Edu Cn Indexold Jsp,http://rbdl.calis.edu.cn/aopac/indexold.jsp,,,False,timeout,,,Connection timed out,False
rbook-ncl-edu-tw-nclsearch-search-index-0.md,websites,國家圖書館 (臺北) 古籍與特藏文獻資源,http://rbook.ncl.edu.tw/NCLSearch/Search/Index/0,,,False,timeout,,,Connection timed out,False
rbook-ncl-edu-tw-nclsearch-search-index-1.md,websites,Digital Images of Rare Books（古籍影像檢索系統）,http://rbook.ncl.edu.tw/NCLSearch/Search/Index/1,,,False,timeout,,,Connection timed out,False
rbook-ncl-edu-tw-nclsearch-search-index-2.md,websites,Union Catalog of Rare Books Database（中文古籍聯合目錄）,http://rbook.ncl.edu.tw/NCLSearch/Search/Index/2,,,False,timeout,,,Connection timed out,False
rbook-ncl-edu-tw-nclsearch-search-index-5.md,websites,Bronze & Stone Rubbing Database （金石拓片資料）,http://rbook.ncl.edu.tw/NCLSearch/Search/Index/5,,,False,timeout,,,Connection timed out,False
rbook2-ncl-edu-tw.md,websites,Rbook2 Ncl Edu Tw,http://rbook2.ncl.edu.tw/,,,False,connection_error,,,"HTTPConnectionPool(host='rbook2.ncl.edu.tw', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='rbook2.ncl.edu.tw', port=80): Failed to resolve 'rbook2.ncl",False
"rbsc-calis-edu-cn:8086-indexxyjg-jsp
.md",websites,Rbsc Calis Edu Cn:8086 Indexxyjg Jsp ,http://rbsc.calis.edu.cn:8086/aopac/jsp/indexXyjg.jsp,,,False,timeout,,,Connection timed out,False
rbsc2-calis-edu-cn-index.md,websites,高校古文獻資源庫 學苑汲古 Chinese Ancient Literature,https://rbsc2.calis.edu.cn/index,200,https://rbsc2.calis.edu.cn/index,True,live,text/html,,,True
read-nlc-cn-thematdatasearch-togujiindex.md,websites,中国国家图书馆中华古籍资源库,http://read.nlc.cn/thematDataSearch/toGujiIndex,200,http://read.nlc.cn/thematDataSearch/toGujiIndex,True,live,text/html;charset=UTF-8,,,False
reading-digital-atlas-digitalatlas.asdc.sinica.edu.tw-6d16294c.md,websites,Reading Digital Atlas 數位方輿,https://digitalatlas.asdc.sinica.edu.tw/index.jsp,200,https://digitalatlas.asdc.sinica.edu.tw/index.jsp,True,live,text/html;charset=UTF-8,,,True
readopac-ncl-edu-tw-ncljournal-index-htm.md,websites,臺灣期刊論文索引系統 PerioPath: Index to Taiwan Periodical Literature System,http://readopac.ncl.edu.tw/nclJournal/index.htm,,,False,connection_error,,,"HTTPConnectionPool(host='readopac.ncl.edu.tw', port=80): Max retries exceeded with url: /nclJournal/index.htm (Caused by NameResolutionError(""HTTPConnection(host='readopac.ncl.edu.tw', port=80): Faile",False
recap-chinese-journals-public-list-docs.google.com-431adcf2.md,websites,ReCAP Chinese Journals public list,https://docs.google.com/spreadsheets/d/165PydKvnv1nmWKMpi8bYFsKnY-ZMhkKNJ5gku7WdNCA/edit,200,https://docs.google.com/spreadsheets/d/165PydKvnv1nmWKMpi8bYFsKnY-ZMhkKNJ5gku7WdNCA/edit,True,live,text/html; charset=utf-8,,,True
referenceworks-brillonline-com-browse-encyclopedia-of-buddhism.md,websites,Brill's Encyclopedia of Buddhism Online,https://referenceworks.brillonline.com/browse/encyclopedia-of-buddhism,403,https://referenceworks.brillonline.com/browse/encyclopedia-of-buddhism,False,blocked_403,text/html; charset=UTF-8,,,True
referenceworks-brillonline-com-browse-encyclopedia-of-china.md,websites,Brill's Encyclopedia of China Online,http://referenceworks.brillonline.com/browse/encyclopedia-of-china,403,https://referenceworks.brillonline.com/browse/encyclopedia-of-china,False,blocked_403,text/html; charset=UTF-8,,,False
research-guide-for-japanese-studies-guides.library.harvard.edu-63ee212b.md,websites,Research Guide for Japanese Studies,http://guides.library.harvard.edu/c.php?g=310291,200,https://guides.library.harvard.edu/c.php?g=310291,True,live_redirect,text/html; charset=UTF-8,https://guides.library.harvard.edu/c.php?g=310291,,False
research-guide-for-korean-studies-guides.library.harvard.edu-4e1096ff.md,websites,Research Guide for Korean Studies,http://guides.library.harvard.edu/c.php?g=310159,200,https://guides.library.harvard.edu/c.php?g=310159,True,live_redirect,text/html; charset=UTF-8,https://guides.library.harvard.edu/c.php?g=310159,,False
research-guides-guides.library.harvard.edu-67b5b2c0.md,websites,RESEARCH Guides,https://guides.library.harvard.edu,200,https://guides.library.harvard.edu/,True,live_redirect,text/html; charset=UTF-8,https://guides.library.harvard.edu/,,True
research-platform-of-peking-university-digital-humanities-research-center-pkudh.org-8629b6ff.md,websites,Research Platform of Peking University Digital Humanities Research Center 北京大学数字人文研究中心研究平台,https://pkudh.org/projects,200,https://pkudh.org/projects/,True,live_redirect,text/html; charset=utf-8,https://pkudh.org/projects/,,True
researchsource-amdigital-co-uk-aschina.md,websites,Area Studies: China and Southeast Asia,http://www.researchsource.amdigital.co.uk/ASChina,200,https://www.login.amdigital.co.uk/Login.aspx?sessionID=0oalwonn5x3xyebmapekz5o2&returnURL=http%3A%2F%2Fwww.amscholar.amdigital.co.uk%2FASChina&login=http://www.amscholar.amdigital.co.uk/Login&cookiesTesting=true,True,live_redirect,text/html; charset=utf-8,https://www.login.amdigital.co.uk/Login.aspx?sessionID=0oalwonn5x3xyebmapekz5o2&returnURL=http%3A%2F%2Fwww.amscholar.amdigital.co.uk%2FASChina&login=http://www.amscholar.amdigital.co.uk/Login&cookiesTesting=true,,False
resource-ahonline.drnh.gov.tw-2f8a911b.md,websites,國史館檔案史料文物查詢系統,https://ahonline.drnh.gov.tw/index.php?act=Archive,200,https://ahonline.drnh.gov.tw/index.php?act=Archive,True,live,text/html; charset=utf-8,,,True
